No,reviewers_name,reviews_rating,reviews_title,reviews_text
134,Apollo15AnnoPianoCatDogSnailAnt,2,Made with a deft hand,"How can we take insignificant uninteresting stuff and make it awesome stuff because this flick has loads of characters and you may or may not like the premise of the jeweled glove and having to stop Thanos' destruction. Do you like that premise? To make awesome from awesome is something but un awesome into awesome something else to do. First the bad is it has too much melodrama with faces filling the screen in different emotive expressions to bring more ""important"" to everything. It's like the Looney Tunes episode of opera singing with Bugs, Elmer Fudd, wearing helmets with little wings, and a fat white horse, the type that of helmet that Thor wears too. Never into this episode because I like FUN. Or like the symbol of acting, the frowning face and the smiling face so I get there's an audience for this that I'm not for. The other thing is referencing other movies in here. Some of the references people might not even like, numerous time traveling flicks mentioned, Hot Tub Time Machine, Terminator, BTTFuture, Time Cop, Bill and Ted, even in Cap: Civil War I recall Empire Strikes Back which I thought the same thing but didn't think there would be way more in this movie by the makers, as some may not even like some of those movies. This isn't a tv show, but a movie, it sounds like something people you're around would say, not actual characters in the movie. Thirdly there's too much sentimental domestic stuff rearing itself with too much ""family"" shyt , little kid crap, YAWN. This was a problem in Captain Marvel in the mid part in some shack remeeting an over emoting lady friend and her tyke, I was expecting Cap Marvel to present some tampons to her to ease her, or even the Skrulls wearing sweaters to make it cuter. These are space warriors in the comics, for Pete sakes. This is off the top of my head. In Endgame what I'm talking about is perfectly shown in one scene out of nowhere this happens: this guy is sitting on a front porch (I get he's from Iron Man but others may not have seen that) and his tyke says she wants cheeseburgers. ""You can have all the cheeseburgers you want, cheeseburgers, all of them,"" paraphrased, while spacing out having a sedated appearance, and this just cuts to another different scene. What the?!?!?? Geezers sitting on front porches, thanks movie. This encapsulates why this domesticated crap is crap.

Now the good stuff is this is funny af (af acronym was actually on some billboard recently kid you not) moments from Thor, a delightful chap, who's taken the spotlight a lot recently after being in the shadow in the early MCU, the opening scenes from Guardians is reshown from a diff perspective of like Starlord doing the same walkman listening and miming motions while the current superheroes spying on him hilariously. The revisiting of other Marvel movie scenes kind of work like from Thor: Dark World, Avengers 1, Cap: Winter Soldier. Dark World domestic scene works because it's around palace intrigue and I like the vibrance of that movie being the first MCU movie I saw. And also the elevator scene from Winter Soldier is reduxed in a funny way, and the Battle of NY from Avengers 1 also. The other thing is a fight sequence between Thor, Cap, Iron Man against Thanos which is impressive wow. It's here that it also shines. I think these other MCU scenes with a different spin are kinda cool, although I would have liked just to introduce its own thing this movie. I mean you don't see in Avengers 1 them resisting scenes from their solo movies. I know that they want to get this Thanos storyline out of the way though naturally and the whole story is just like the comics pretty much verbatim. Personally I'm ambivalent about that storyline frankly. I actually appreciate the movies that takes an insignificant plot and make something out of it.

But you know the good thing is these movies present loads of interviews, panel conferences, and those global cast events that are so entertaining to watch so ti's a win win. Wondering what is the key to happiness for all of those in those interviews. In Fractured Fairytales they say ""the happiest people are busy people"" but that's not quite, it's those who value their masculine and feminine (guys former and women latter obv.) It seems the doorways just open for those type of people, and the busy people-an illusion. I've worked so much and study and the doorways , are they flying open. It's these in these interviews, Scarlett who knows how to be feminine, Brie has a slight masculine to her and you see why people are like what the?? Cap Marvel movie people are not taken with that, it takes place like 2 decades ago and now men have to sit in theater who were around then and have to watch this smarmy lady onscreen, what does this tell you. Gwyneth Paltrow is another masculine, why is she here, the song in stores ""turn your magic on/I feel alive again"", you like that? She was with that guy until he's like no I don't want to deal with this masculine person I just want to make more songs forget this. I don't know the correlation between busy and this m/f thing I just know if you are too much in one it's OK to balance it out with the other thing to keep fun. I j/o every other day. Anyway so the movie has Thor hammer it up, Hulk smashes, Hawkeye lays some serious deep stick arrow, Black Widow looks spiderific, Iron Man unleashes blasts, and Cap just goes in raw."
135,DoNotComeToTheCinemaDepressed,2,"THIS IS WHAT DOCTOR STRANGE WAS ON ABOUT? WHERE WAS THE LIVING TRIBUNAL? 👀 OH BOY, THEY BLEW IT!!! 😔 THIS MOVIE IS NO LONGER PART OF THE MCU 23 MOVIES. IT IS 22.","Where was The Living Tribunal? What A Disaster Movie.

Endgame is the highest grossing film ever worldwide and the 5th highest worldwide when adjusted for inflation. But it was complete Garbage. It is not part of the 23 MOVIES anymore.

After a year of waiting since that Epic Piece that was Infinity War, this is the Endgame that Dr. Strange was on about? What A Disaster, It was a complete shambles. They had perfect vision when they made Infinity War but it is like they lost the Power when making this silly borefest.

Problems with this movie:
° Where was The Living Tribunal? The Being was ment to Bring the Characters Back and Judge Thanos. Not this Time Travel Garbage.
° What happened to Captain Marvel? A whole origin movie for her, for the build up to this and that's what they produce? Is this a Joke?
° How can you destroy the Infinity Stones when each of them contain an Element of Existence itself?
° How Can You Put the Soul Stone back?
° How can Gamora come back from the dead but Black Widow Can't?
° Why is Hulk a Big Joke? Isn't he the Strongest?
° This Thanos doesn't know any of the people he is fighting.
° The Time Travel fix everything nonsense, do they not get it? It is just too easy and boring.
° The movie is way too long and boring.
° Thor was a complete Joke
° No Epic Battle between Hulk and Thanos that EVERYONE was waiting for.
° No Proper battle between Captain Marvel and Thanos that was built up to happen.
° The Final battle was Lacklustre

The Highlights were:
° Great Quotes from Thanos
° Captains America vs Thanos was Great
° The 'I Am Inevitable' Snap from Thanos was Really Great

This Movie was terrible, what the hell were they thinking?

The Endgame should have started out by Thanos Seeking to Make another Infinity Gauntlet for the purpose of defence, then using the Reality and Time Stones to recover his army. Begin Fortifying his Defenses on a different Planet with his army defending him and getting ready for the Avengers final assault on him now that they have recruited Captain Marvel.

The Living Tribunal Should of Judged Thanos and Brought the Characters back in this Movie.
OH Boy, they blew it. What a missed Opportunity. 😒"""
136,dagallop,2,"boring, bored, boredom - what a mess of a movie","What a crying shame that a movie that had so many people awaiting its arrival delivered so little. And, it seemed to take forever to deliver that!
I believe that this is one of the most critical reviews I have ever given and believe me, I firmly believe that it is wholly because my expectations were set so high by the franchise that it was pretty much doomed unless it was mind blowingly good.
If the story had had one thread of; 'that was believable' or even an odd; 'that could work' it may have been able to recover but, it doesn't. It doesn't even have a; 'that was cool' at any point either!
It's actually so boring I had finally found a movie I could replenish concessions during and didn't feel like I had missed anything. The reality is that I probably missed some really critical parts but it didn't matter, the movie had lost me long since then.
The entire story was so convoluted that it was just plain terrible. The basic thread was non existent and I agree with many other reviewers that certain characters were pointless.
Synopsis: Infinity wars was mediocre, this isn't. Also, personally, it has done so much harm to the franchise, I for one won't be bothering to spend the 'sizeable' costs involved in cinema excursions for any Avenger related future offering again."
137,payiyugk,2,One too many,Should have stopped at the previous movie. Long live Thanos.
138,reisen55,2,Walked of out it.,"Frank Capra had a golden rule - a movie can be many things but the number one sin is boring. Endgame - wanted to like it, spent money to like it, and .... boring. long, talkative and not worth the time. 2 hours would be fine, stretched to 3. Comedy was good mostly but not the padding. Long long intro shots of this and that. It finally hit the gold standard of DC. It took itself way way too seriously. So I am disappointed and sad. About right up there with Star Trek - The Motion Picture for boring. I don't like writing this, but ....... boring."
139,ajviele,2,Fake reviews,"This entire movie was based on time travel, it's in the same category as Hot tub time machine. It's so awful its embarrassing."
140,tonywebster-96090,2,Dreadful,"The first part of this film is painful to watch, as there's very little dialogue. The plot isn't much good either. I don't see why people loved it so much. And it's way too long"
141,creator301,2,"Soulless. If you understood this, enjoy insanity.",Not one time did the scene after a scene make sense or have anything to do with the previous scene. I know this was a kids movie really but wow. I wish luck to all that come after me. The future is not bright. Maybe one of you can stop this. I feel like I watched 4 different movies all just settiny up movies to suck more moneu from my wallet but im done. Chris Pratts likeability will no longer fool me into beliveing this film series has a heart. It does not. It is evil personified. Hollywoods sins on a silver platter. Hope you have hot sauce to choke down this garbage.
142,diogomanuelsabino,2,Justa another theme park movie,"Thee same movie over and over, that´s the MCU. The same repetitive jokes and villain, only with a different cape ... The story is boring and tries a lot to be something it is not!!!!"
143,thecineman-99431,2,"The end of... NOTHING, it's Overrated and boring",The worst superhero movie ever and with GoT is one of the most Overrated Things ever. Awful and ugly movie
144,patrickpink2013,2,nothing here keep on walking,3 hours out of my life I will never get back. not worth the hype. you think the soap opera is done by the ultimate battle. think again. let us milk it and release another spider man. geez a lou.
145,nikeillusion,2,"If this was a drill, it would bore to earth's core","First 30 minutes everyone is moping around couldn't hang around for another 2 & a half hours to see overpaid morons do senseless acts. I am ashamed to contribute towards this movie's box office record.
PS: I am not a dumb merican who likes stupid action without a story. Disney has ruined movies no one will make quality movies anymore just idiotic superhero stuff."
146,wick27,2,"A decade to build, just 181-minutes to destroy......","The Russo Brothers will be forever known as the directors that failed a franchise and insulted the very fans that embraced it.
I have no idea why they felt their finished product would pay homage to Stan Lee's legacy or the characters he brought to life but this ""closure"" to a decade of greatness was, in fact, the most disappointing 3-hours of character assassination in cinematic history."
147,Snowraven69,2,Really disappointed...,"The dumbing down of Hulk and ruining his character by turning him into an utter wimp, turning Thor into a bumbling drunkard, really? Well done Disney on ruining yet another couple of hero's characters (See Luke Skywalker and Yoda in Disney's Last Jedi for extra confirmation of this) That's all I've got to say about this movie."
148,BA_Harrison,7,Forget Captain Marvel... meet The Rat!,"After 'the vanishing' in Infinity War, there were still a handful of superheroes left knocking about to try and restore order to the universe, but in Endgame the real hero is a rat. A lowly rodent scampers across the controls of Hank Pym's quantum machine, activating a few switches with his little ratty feet, bringing Scott Lang (Paul Rudd) back from his five-year stay in the quantum realm. And it is Lang's return that kick-starts a desperate attempt to reverse Thanos' nefarious handiwork.
If you can swallow such lazy writing, then you'll no doubt have no problem with the rest of the film, which resorts to that old chestnut - time travel - with all the paradoxical problems that arise as a result. Unfortunately, I struggle to let such things slide, annoyed by rather casual approach taken by writers Christopher Markus and Stephen McFeely, whose script scampers lightly over the temporal issues like a rat over a console (I'm sorry, I just can't let that go). While the film is undeniably enjoyable as a slam bang piece of mega-budget entertainment, it isn't as flawless or as clever a denouement that one might hope for.
Visually, Endgame is hard to beat and it's great to see all of the A-list stars of the past MCU movies coming together for one last effects-filled battle (it's amazing what $400,000,000 can buy), but for the culmination of a twenty-two film series, I had dearly hoped for something a bit more considered and fulfilling than a great-looking movie that is ultimately dependent on the actions of a rat (yes, it irritated me THAT much...)."
149,CinemaSerf,7,Three films rolled into one: I'd just watch the middle one - that's superb.,"Ok, at the risk of getting shot - what is all the fuss about? If you haven't seen the ""Infinity War"" (2018) element of this saga (which I did quite enjoy) then you need not bother with the first hour of this seriously long film. This opening section offers us a somewhat maudlin introspective on how the surviving ""Avengers"" are coping after their first, bruising, encounter with ""Thanos"". Aside from some quite fun scenes with Chris Hemsworth who has let his ""Thor"" character go the way of an inflatable sumo wrestler, the rest of this somewhat tedious wallowing is really pretty dull! Thankfully for all concerned, ""Stark"" (Robert Downey Jnr.) comes to the rescue with a plan for a time machine that will enable them to re-assemble, go back in time and knowing what they know now, work to thwart ""Thanos"". For the next hour, just about everyone (though still no cute ""Pietro"") from the Marvellian pantheon sets off on an exciting and excellent adventure film with great visual effects and solid sub-plots before building to a fitting crescendo as all must rally and take on their mighty foe and his metallic minions in a battle royal. Then, the last forty five minutes descend back into the doldrums again as they deal with the consequences of this mighty battle - and again, I found myself looking at my watch. It was always going to be very hard to sustain the high degree of energy that had accumulated through his superior series of films, so why did the last one have to be so long and drawn out? At it's best the cast gel well, the stories are strong and characterful with humour and a decent soundtrack, but for much of this - well it just isn't at it's best."
150,Mr-Fusion,7,"The MCU's riveting, moving, uneven crescendo","Let me preface this by saying that I definitely belong in the ""casual Marvel fan"" category; so feel free to take this with a grain of salt.
I liked watching ""Endgame"". It was clearly the more emotional of the Infinity saga, the villain was better handled, and there were times when I was firmly butt-in-seat for whatever came next. Did it need to crash the 3-minute threshold? Good lord, no! I never glanced at my watch (which I guess says something) but it's not without its draggy segments. And as much as I wanted the team to get back at the bad guy and make things right, I was more interested in the time-travel, fan service and movie-hopping than I was in the big battle scene.
Don't get me wrong; I know this is a milestone. Ten years' worth of franchise-building capped in one movie; filling the imposing shoes of vanquishing Thanos; raking in a billion dollars. It was less escapism for me than it was witnessing history in the making. That much was palpable. And this a good movie, but it's hard to say if it lives up the unbelievable hype.
For me, it's questionable."
151,wellthatswhatithinkanyway,7,"Pays off in the end, but a lot to sit through to get to it","After Thanos successfully obliterated all the Avengers at the end of the last film, all seemed lost for the survival of the universe. However, it becomes apparent that by travelling through time and collecting all the 'Infinity Stones', they might be able to create a space in time where they will be able to step in from the past and reverse the present. With all the gang lost in limbo after their defeat, they must muster all their strength together once again to save the planet.
Despite rave reviews that made the previous Infinity War appear average, I took the sweetest of time getting round to see the even latest addition in the Marvel universe films. You can't manufacture yourself into a comic book nerd, which would appear to be the best course of action to take in the present climate, where superhero movies have become more of an industry than a franchise. The suffix here is Endgame, which is surely what IW was meant to be, especially given the rug pulling, unexpected ending. But, in Hollywood movies, the good guys have always got to win, even if it means bringing them back to life through some ridiculously convoluted, Back to the Future riffing tale.
I'm all for action movies with lots of character development and effective backstories, but the Russo brothers here lavish each of their flashy, colourful protagonists with the sort of intimate examination you might expect from Ang Lee, fleshing out their humanity at the expense of any exciting action, which the devotees will be expecting. It's a detrimentally overlong and drawn out affair, that builds up to a big crowd pleasing finale at the end which is worth sticking around for, but has nearly worn you out completely by the time its got there.
For these legions of comic book fans that seem to have emerged over the last few years, it's a dream come true. But, for me, it's simply the end that saves it, and it's existence is surprising given what was meant to have happened at the end of the last film."
152,SAMTHEBESTEST,7,GIVE THE LOUDEST SCREAM FOR YOUR SUPERHEROES !,"Marvel took a decade to set the ""End Game"" on high standard and that plan has worked big time. We can feel the buzz, the hype all around the globe. Finally the Final Chapter in Avengers saga is revealed and does it live upto the hype? Yes, it does. Avengers End Game has every freaking element of heavy Commercial entertainer along with moving climax for die hard Marvel lovers and a fulfill end to the journey.
End Game was awaited for the one final Slash on the deadliest villain who killed half the universe with just one snap. People were excited to see how remaining superheroes battles with Thanos and do they survive? The script is 180 minutes long which is perhaps the longest film in Marvel Cinematic Universe so as expected it takes time to settle the atmosphere. Unexpectedly, Russo tries some Intellectual kind of stuff to get it right but leaves so many goofs which remains unanswered. After getting it right, since 140 minutes are gone, finally you get to witness what you actually wanted to see in this film from the start. The visually stunning phenomena takes charge and you just can't stop screaming out loud for your favorite superheroes.
The climax fight is followed by bit of emotional portion where you have to say goodbye to your superheroes. Marvel ends it good, but is it good enough? Is there anything new to see? Answer is No. End Game is the same Marvel stuff we have been watching since a decade, except that one segment where all the Marvel Superheroes comes together for the first and last time. Russo tried thier ordinary version of Quantam Physics but doesn't explain the theory till the core, in addition they took so much time to set the plot. Overall, Avengers is a complete Winner package and will rule the box office but it is not that High level Cinematic Experience which can be remembered for years. If tou like all the previous films of Marvel Cinematic Universe then this is something more for you, so don't miss it."
153,Fella_shibby,7,A disappointment when compared to Infinity War but still a fun watch for fans.,"I saw this with my entire family in a theater. It was house full with too much clapping n whistling n some of the dialogues went bouncer. Will watch it again but I feel it is not on par with Infinity War. In Infinity War, the war sequence n the fight scenes were all shot in broad daylight n that too in an open field of Wakanda without the fast paced camera tricks. It was visible who was fighting who but Endgame's war sequence is shot in the dark with too much fast paced camera tricks. At times it became hectic to make out who is fighting who. The entry of Thor during the war in Infinity was epic but in Endgame it was duds. The entry of Captain America with the background sound to save Vision in Infinity War was again epic but in Endgame it is not at all exciting. Rocket's one liners were good though."
154,arfdawg-1,7,Two Endings and About a Half Hour Too Long,"I won't include any spoliers in this review.

The movie is good and worth the six bucks I paid to see it. To be honest, there were a ton of super heroes in it that I could not even identify. And I'm pretty sure a couple of actors who come up in the end credits weren't even this movie at all!

For the most part, the movie keeps your attention with pretty much non-stop action and a decent storyline that follows up on the half-end of Earth ending from the last installment. It's a BIG movie with huge special effects and I imagine the entire roster of Marvel characters.

For me, the Black Panter group appearance was rather unintentionally laughable. I think it's the wakest of all Marvel super heros. And that brings up another point -- when all the super heroes work together you realize how dumb some of their super powers are.

There were not as many off hand comic remarks as seen in previous Marvel movies and I think that was to the detrement of the film. The new Thor is pretty funny, however.

As you might expect, the finale is a really big one and all the big guns are brought out for the ending. And when it's all done, you have to sit through a rather unnecessessary 30 minute coda. It reminded me of the third Lord of the Rings installment that just kept ending as well.

So the net net is, the movie is good, not great and a half hour can easily have been cut without a problem."
155,drqshadow-reviews,7,"The Perfect Ending, If Not Nearly a Perfect Film","It's been a long, fruitful eleven years for the Marvel Cinematic Universe, and never has that been more apparent than in this, the true culmination of that protracted journey. Engame is a die-hard crowd pleaser, going above and beyond to check every box on the wish list, sometimes even to its own detriment. We get resolutions and payoffs to dozens of dangling threads, not to mention years' worth of fan service, while flashing back to the preceding films in a way that doesn't feel exploitative or redundant. Character moments abound, always a hallmark of the Avengers franchise, but where in the past it was enough to merely watch the big personalities bounce around a room, this time we see a tremendous logical change in each of them.

The plot suffers from pacing issues, leaves behind a whole slew of gaping holes and tends to over-rely on twists and misdirection where the expected route would've been much cleaner. It can feel disappointingly blunt at times, then surprisingly subtle and nuanced in others. At some points, more than a few, you'll feel that the Marvel slate has never been more forced, never cheesier. In others, you'll be shocked to realize you're still watching a superhero movie. It's not as smooth as the MCU's best, nor as efficient, nor as visually ambitious, but when it gets where it's going the results are spectacular. I credit that more to the decade of careful planning and coordinated execution than I do to this film in particular, though points are certainly due for sticking the landing.

When I found myself walking away from the cinema, contemplative and maybe a little bit shell-shocked, I experienced a strange mix of calm, relief and fulfillment. I wasn't amped up like a Rocky movie. I hadn't been through something titillating or epic, an instant classic that I'll assuredly watch over and over again. I just knew that it was over, I was cool with that, and I was satisfied by the closure. This iteration of the team went out on a high note, but not its highest. The perfect ending, if not nearly a perfect film."
156,cjonesas,7,Above average...,"Without a doubt, that's a movie which visuals are stunning as always. That does not disappoint. My main concerns are with the story, some unbelievable situations and battles. The results are not always what you expect, which IMO lowers the rating.

It would be a better movie, if the seriousness of situations was increased throughout and the whole current of the movie was based on more active, wild and shocking battles."
157,s3276169,7,Watchable......,"The comic book hero genre is what I call ""bulk viewing"". A mass produced product that has a formula that's repeated over and over, with a few tweaks here and there, to keep the viewer coming back for more.

Avengers: Endgame is yet another case in question. I knew it going in and was in no way surprised by a predictable end to a mostly predictable story.

Its not bad as such. In fact, if you can accept it for what it is, its quite watchable on a superficial level. I'll add I'm not a film snob I enjoy a simple action romp from time to time and this certainly comes recommended.

There's a lot of wall to wall action that's well paced and keeps kicking along. My only gripe is the overcooked ending, that's so syrupy and sentimental, you could spread it on toast.

7/10 from me."
158,davidmvining,7,A great first two hours and a meh final hour,"This is more built like a traditional movie with a recognizable three act structure than Avengers: Infinity War was. I quite like it overall, but that traditionalism requires an antagonist that isn't really needed, I don't think.

The three acts are pretty distinct. The first is almost purely character driven. Our massive roster of heroes has been culled to almost exclusively the original six (Cap, Thor, Iron Man, Hulk, Black Widow, and Hawkeye) with a few others (Rocket, Nebula, Ant-Man). Considering the film's length, this gives each character enough time to stand out. I think the decision to jump ahead five years was very smart. The characters have all changed in those five years, and we have to spend time with each of them getting to know them again. We're essentially being introduced to new characters, and the movie takes its time with it. My favorite of these, not based on the introduction but based on what comes later, is Thor.

Thor is consumed by his failure to aim just a bit higher when he threw his axe at Thanos. If he had hit Thanos in the head instead of the chest, Thanos would not have performed the snap, wiping out half of existence, so he sits in a small corner of Norway where the remnants of Asgard have established a new home. He plays video games, drinks copious amounts of beer, and yells at 12 year olds who make fun of the rock monster Korg online. He's a sad, fat, king who lords over the small domain he wishes to keep (his living room). We see the other characters in similarly different states. Tony has walked away from a life surrounded by technology and lives in a nice wooden cabin by a lake. Cap leads self-help meetings. Hulk has found equilibrium with Bruce Banner. Black Widow stays in her office, sending other people out to search for Hawkeye who's left home after his family disappeared, killing those he deems worthy of death.

It's a surprisingly somber and solid hour of character based storytelling, introducing us to the new rules of a new world with familiar characters who've all changed. The one who hasn't changed is Ant-Man. Scott Lang was trapped in a gobbledygook science state that he thought only lasted five hours but actually lasted five years. He hasn't changed, and it is through his eyes that we mainly see how things have changed. He's also the impetus for the movement that leads to the second act: The Time Heist.

I've seen the Time Heist described as fan service, and I can't entirely disagree but I do in part. There's so much more to this than just seeing things from the past that Marvel fans liked from slightly different angles. That's definitely part of it, and we get some standardly amusing quippy humor, especially from Ant-Man, Iron Man, and Cap (""America's ass"" indeed). However, there's a lot more going on especially around Thor. Thor goes back in time (using gobbledygook science that Tony Stark pulls out of nowhere because movie) to Asgard during the events of Thor: The Dark World. The task of retrieving the Beauty Stone becomes completely secondary to Thor's time spent with his mother in a wonderfully touching scene between mother and son where she helps him find his purpose again. It's the sort of emotionally driven scene that believably takes a character from one place and gets them into another. I mean, a tender visit with your dead mom might do just that.

Before going any further, you have to talk about this new (old) version of Thanos. Thanos gets his head chopped off in the first sustained sequence of the film, but with time jumping, the older version of the heavy gets introduced. I have to imagine that there's a very early draft of this film that doesn't include Thanos at all past the fifteenth page because Thanos has nothing to do with the central conflict of the story (jumping through time to collect the Infinity Stones). He's purely extra. He shows up after the task is done to fight the world's mightiest heroes and introduce a late, unrelated, obstacle.

And that's what the last hour is, an unrelated fight that breaks out in epic style and is just packed full of fan service. The last hour is little beyond that. Every hero comes back when Hulk reverses the snap, and we get an even more concentrated and bigger version of the fight as in the last film. Don't get me wrong, this stuff is fun to a certain degree and well assembled, but the story's effectively over by that point and yet it just keeps going. I loved the movie up to this point, and then I just kind of got deflated. ""Oh, this is what we're doing now, huh?""

So, yeah, I loved about two hours of this and tolerated the third. The first two hours aren't perfect (Tony thinking about time travel for five minutes and finding the perfect answer is just the kind of ludicrous that Marvel is permeated with and sort of just bugs me), but the strong stuff there is very strong. It's just kind of too bad that the movie ""needed"" an antagonist shoe-horned in its final act in order to make fans happy."
159,mhorg2018,7,Could have used some editing,"I've been reading comics for over 50 years, and honestly, I was never an Avengers fan of the comics. In film, well that's a totally different story. While this was a good movie, I really feel it was too long. It could have used some editing. It was paced quite differently from any other Marvel movie, leaving most of the action until the end and that's where it lost me. They killed off the wrong characters. Two of them were the most popular ones for me. There would have been more Pathos had they made different choices. I'm not going to spoil this for anyone and say who was killed off, that would be simply rude. But it makes me wonder, has Marvel, after 22 movies, run it's course? Will Disney's need for PC ruin Phase 4? Let's face it, Disney is all about money. Their cancelling of their agreement with Netflix was a terrible one. No more Punisher or Daredevil? (I couldn't really care about Iron Fist or Defenders and I think the way Luke Cage ended was terrible, but I'd have liked to see him again). So Phase Three is over. What's next for Marvel? I'm not looking forward to The Eternals but I am looking forward to Shang-Chi. So overall, I give this an 8. I knew a few characters were going to get killed, but there weren't really any big surprises in it. Did anyone really think Black Panther, after making a billion dollars was going to stay dead?"
160,fntstcplnt,7,Avengers: Endgame (2019),"Directed by Anthony Russo & Joe Russo. Starring Robert Downey Jr., Chris Evans, Chris Hemsworth, Mark Ruffalo, Paul Rudd, Karen Gillan, Jeremy Renner, Josh Brolin, Don Cheadle, Scarlett Johansson, Brie Larson, Zoe Saldana, Tessa Thompson, (voice) Bradley Cooper. (PG-13)

Three hour payoff for the days-long superhero movie parade that came before (twenty-one releases total, but is anyone really grasping to, say, the second Thor movie for continuity?); it certainly opens better than ""Avengers: Infinity War"" by virtue of its start-off point--rather than dizzily jumping through several reckless storylines and dozens of characters right off the bat, it starts at an elegiac pace, re-establishing the few survivors and reflecting on the loss and ruin that has shattered so many of their lives. Then it's down to the effects-driven action business--fetch quests aplenty and a colossal final battle. Convoluted at times, unevenly paced throughout, and a bit heavy on the illogical fan service and curtain calls, it's still a movie destined to satisfy its target audience (as crowd-pleasing a crowd-pleaser as there has ever been). Assembly-line in nature, but crafted with more love and pathos than the average product, it may not be able to escape its status as ""blockbuster punctuation,"" but at least it provides a sense of closure that previous Marvel Cinematic Universe entries often lacked. The actors, from the major players to the cameos, all do solid work, far more grounded than one would expect from comic book cinema; for some, it will be their swan song, so it's nice to see them go out on top."
161,saptesh786,7,Nothing Outstanding !,"Just saw so called and talked this movie. It is just hype and to say truly it is a movie that marks below previous Marvel movies. Because after seeing this movie your mind will be empty and you will be not satisfied with whole drama feeling that something was missing, yes thrill of superheroes is totally missing here. Reasons are following as me, others may have their own different opinion than me, but me, watch the movie only for full of entertainment with not much expectation. High rated tickets should give you full value of your money and three hours of life. High ratings are false and all are copying to support only for this average movie. Reasons are many; 1. The starting of last chapter is very slow and dull, whereas it needs some powerful actions or at least interesting incidents to keep viewers connect early to the story. 2. Hawkeye lost his family, how? And why not he lost himself ?. ( Thanos spares him?) 3. Planning to time robbery with quantum theory is very slow and time consuming only. 4. It takes too long time to start the real drama cum fight. 5. Time robbery is so confused. It is not cleared that how lost heros came return in life. What is that method was been applied not shown anywhere. 6. If Thanos is vanished by Iron man then how he will regain again to finish some superheros as shown in Infinity War ? Is there any paradox theories? Not cleared by director. Various time lines are so confused

7. In this such a big saga of returning our lost heros into life, what is the role of Nick Fury as he only show his face at final scene. As me he must have a major role for planning the time plan. 8. There is only a single fight, first and last with not impressive only lengthy and boring. 9. Such super movie must have solid logic plot and here Infinity War was better. 10. Nothing new plot. I actually wait till end to happen something different. 11. Captain Marvel has no significant role here even her character was created with a single separate movie to enter in Endgame? 12. Thor is shown drunkard with tummy belly. It is not acceptable as our hero is our role model. I actually feel shame to see such nonsense thing.

A very few things are good like CGI work, father of Iron Man, Natasha's sacrifice etc for name. Hulk's anger on footing stairs is just hilarious comical sequence. I really enjoyed it.

Acting is okay and no one expect good acting in such comics movies.

As me the movie is watchable but not for much entertainer. It is only deserve 7 star. And lovers of Iron Man and Natasha, don't be disappointed they will meet you in future because it is comics universe."
162,AvionPrince16,7,Good but.....,I really prefered the avengers infinity war. This movie was good but sometimes its get very annoying. Some jokes are good. The only point that i like was the end and all the event can cause for the future. I really love what marvel did with the avengers and the whole story behind it. Its very interesting to follow along.
163,Holt344,7,The Infinity Saga has come to its end and we got a satisfying and great ending but far from a perfect movie,"The anticipated sequel to Avengers: Infinity War and we're truly in the Endgame now. Having a three hour movie made the directors make the best movie they could, it's an emotional road as the cast and crew had teased but it's handled well. It starts off slow paced but thanks to the cast and writing crew we get some of MCU's best drama, with the long running time we get to see multiple of character arcs, great ones at that and it's mostly because of the directors and writers as they know the characters inside and out.

The ensemble cast is not as large as in Infinity War but it is what I personally found great with it as we get to really delve into the characters, seeing and feeling their emotions. They all just have so much chemistry, the whole ensemble and it's because of the friendship and all years of working together, it's what ultimately makes the movie the great movie that it is, the characters and actors playing them. There is so many great moments in this movie, character moments and just Easter eggs and nods to past movies, there's something for everyone that will make you fanboy as it's in a way a love letter to the characters. Almost all characters have been developed so carefully and perfect it's just a blessing to see them in this movie, simply stunning work to everyone that's worked on making the characters and MCU work. Strongest acting was from Robert Downey Jr, Chris Evans, Jeremy Renner and Scarlett Johansson, their performances are some of the franchise's best. To finish off the review I'm going to rate the final battle, it's amazing in so many ways. Shot and edited with perfection.

But the film isn't perfect, far from it but I would lie if I didn't say it was a great conclusion to the Saga we have followed since Iron Man. Avengers: Endgame is probably one of the most anticipated movies of all time and the speculation and theories made it almost impossible to satisfy every person and it was also hard to top Infinity War that was superb. I don't want to spoil the plot but there were a couple of things I really disliked but you are in for one hell of a ride and will probably enjoy this superhero film"
164,Horror_Flick_Fanatic,7,Mixed feelings,"The first half felt sappy and chatty. I found myself fighting the Zzzz in this first half. But the second half felt like a time travel thriller (a la mission impossible team). The climax with the actual battle was good, like epic battles we have seen before from the Marvel Universe. I was disappointed that there wasn't an end scene. I have grown accustomed to expect an end scene leading up to a new Marvel movie so I felt jipped watching the ending credits and not seeing an end scene. I think it's like a 6 3/4 out of 10 and I rounded it up to 7/10"
